,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,y_15
0,12000.0,36000.0,30000.0,0.0,33000.0,12000.0,47000.0,0.0,24000.0
1,36000.0,30000.0,0.0,33000.0,12000.0,47000.0,0.0,0.0,27000.0
2,30000.0,0.0,33000.0,12000.0,47000.0,0.0,0.0,27000.0,51000.0
3,0.0,33000.0,12000.0,47000.0,0.0,0.0,27000.0,9000.0,24000.0
4,33000.0,12000.0,47000.0,0.0,0.0,27000.0,9000.0,39000.0,24000.0
5,12000.0,47000.0,0.0,0.0,27000.0,9000.0,39000.0,18000.0,12000.0
6,47000.0,0.0,0.0,27000.0,9000.0,39000.0,18000.0,12000.0,6000.0
7,0.0,0.0,27000.0,9000.0,39000.0,18000.0,12000.0,36000.0,30000.0
8,0.0,27000.0,9000.0,39000.0,18000.0,12000.0,36000.0,24000.0,6000.0
9,27000.0,9000.0,39000.0,18000.0,12000.0,36000.0,24000.0,27000.0,45000.0
10,9000.0,39000.0,18000.0,12000.0,36000.0,24000.0,27000.0,51000.0,24000.0
11,39000.0,18000.0,12000.0,36000.0,24000.0,27000.0,51000.0,24000.0,0.0
12,18000.0,12000.0,36000.0,24000.0,27000.0,51000.0,24000.0,24000.0,18000.0
13,12000.0,36000.0,24000.0,27000.0,51000.0,24000.0,24000.0,12000.0,3000.0
14,36000.0,24000.0,27000.0,51000.0,24000.0,24000.0,12000.0,6000.0,6000.0
15,24000.0,27000.0,51000.0,24000.0,24000.0,12000.0,6000.0,30000.0,3000.0
16,27000.0,51000.0,24000.0,24000.0,12000.0,6000.0,30000.0,6000.0,18000.0
17,51000.0,24000.0,24000.0,12000.0,6000.0,30000.0,6000.0,45000.0,6000.0
18,24000.0,24000.0,12000.0,6000.0,30000.0,6000.0,45000.0,24000.0,24000.0
19,24000.0,12000.0,6000.0,30000.0,6000.0,45000.0,24000.0,0.0,33000.0
20,12000.0,6000.0,30000.0,6000.0,45000.0,24000.0,0.0,18000.0,24000.0
21,6000.0,30000.0,6000.0,45000.0,24000.0,0.0,18000.0,3000.0,18000.0
22,30000.0,6000.0,45000.0,24000.0,0.0,18000.0,3000.0,6000.0,12000.0
23,6000.0,45000.0,24000.0,0.0,18000.0,3000.0,6000.0,3000.0,33000.0
24,45000.0,24000.0,0.0,18000.0,3000.0,6000.0,3000.0,18000.0,0.0
25,24000.0,0.0,18000.0,3000.0,6000.0,3000.0,18000.0,6000.0,6000.0
26,0.0,18000.0,3000.0,6000.0,3000.0,18000.0,6000.0,24000.0,3000.0
27,18000.0,3000.0,6000.0,3000.0,18000.0,6000.0,24000.0,33000.0,6000.0
28,3000.0,6000.0,3000.0,18000.0,6000.0,24000.0,33000.0,24000.0,6000.0
29,6000.0,3000.0,18000.0,6000.0,24000.0,33000.0,24000.0,18000.0,15000.0
30,3000.0,18000.0,6000.0,24000.0,33000.0,24000.0,18000.0,12000.0,0.0
31,18000.0,6000.0,24000.0,33000.0,24000.0,18000.0,12000.0,33000.0,12000.0
32,6000.0,24000.0,33000.0,24000.0,18000.0,12000.0,33000.0,0.0,3000.0
