,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,y_15
0,0.0,15000.0,0.0,0.0,0.0,0.0,18000.0,12000.0,28000.0
1,15000.0,0.0,0.0,0.0,0.0,18000.0,12000.0,3000.0,0.0
2,0.0,0.0,0.0,0.0,18000.0,12000.0,3000.0,0.0,12000.0
3,0.0,0.0,0.0,18000.0,12000.0,3000.0,0.0,0.0,6000.0
4,0.0,0.0,18000.0,12000.0,3000.0,0.0,0.0,16000.0,0.0
5,0.0,18000.0,12000.0,3000.0,0.0,0.0,16000.0,9000.0,0.0
6,18000.0,12000.0,3000.0,0.0,0.0,16000.0,9000.0,0.0,6000.0
7,12000.0,3000.0,0.0,0.0,16000.0,9000.0,0.0,12000.0,0.0
8,3000.0,0.0,0.0,16000.0,9000.0,0.0,12000.0,28000.0,6000.0
9,0.0,0.0,16000.0,9000.0,0.0,12000.0,28000.0,0.0,0.0
10,0.0,16000.0,9000.0,0.0,12000.0,28000.0,0.0,12000.0,0.0
11,16000.0,9000.0,0.0,12000.0,28000.0,0.0,12000.0,6000.0,35000.0
12,9000.0,0.0,12000.0,28000.0,0.0,12000.0,6000.0,0.0,12000.0
13,0.0,12000.0,28000.0,0.0,12000.0,6000.0,0.0,0.0,0.0
14,12000.0,28000.0,0.0,12000.0,6000.0,0.0,0.0,6000.0,0.0
15,28000.0,0.0,12000.0,6000.0,0.0,0.0,6000.0,0.0,18000.0
16,0.0,12000.0,6000.0,0.0,0.0,6000.0,0.0,6000.0,15000.0
17,12000.0,6000.0,0.0,0.0,6000.0,0.0,6000.0,0.0,0.0
18,6000.0,0.0,0.0,6000.0,0.0,6000.0,0.0,0.0,24000.0
19,0.0,0.0,6000.0,0.0,6000.0,0.0,0.0,35000.0,15000.0
20,0.0,6000.0,0.0,6000.0,0.0,0.0,35000.0,12000.0,0.0
21,6000.0,0.0,6000.0,0.0,0.0,35000.0,12000.0,0.0,18000.0
22,0.0,6000.0,0.0,0.0,35000.0,12000.0,0.0,0.0,21000.0
23,6000.0,0.0,0.0,35000.0,12000.0,0.0,0.0,18000.0,0.0
24,0.0,0.0,35000.0,12000.0,0.0,0.0,18000.0,15000.0,36000.0
25,0.0,35000.0,12000.0,0.0,0.0,18000.0,15000.0,0.0,0.0
26,35000.0,12000.0,0.0,0.0,18000.0,15000.0,0.0,24000.0,6000.0
27,12000.0,0.0,0.0,18000.0,15000.0,0.0,24000.0,15000.0,0.0
28,0.0,0.0,18000.0,15000.0,0.0,24000.0,15000.0,0.0,0.0
29,0.0,18000.0,15000.0,0.0,24000.0,15000.0,0.0,18000.0,6000.0
30,18000.0,15000.0,0.0,24000.0,15000.0,0.0,18000.0,21000.0,0.0
31,15000.0,0.0,24000.0,15000.0,0.0,18000.0,21000.0,0.0,40000.0
32,0.0,24000.0,15000.0,0.0,18000.0,21000.0,0.0,36000.0,9000.0
33,24000.0,15000.0,0.0,18000.0,21000.0,0.0,36000.0,0.0,6000.0
34,15000.0,0.0,18000.0,21000.0,0.0,36000.0,0.0,6000.0,0.0
35,0.0,18000.0,21000.0,0.0,36000.0,0.0,6000.0,0.0,0.0
36,18000.0,21000.0,0.0,36000.0,0.0,6000.0,0.0,0.0,27000.0
37,21000.0,0.0,36000.0,0.0,6000.0,0.0,0.0,6000.0,18000.0
38,0.0,36000.0,0.0,6000.0,0.0,0.0,6000.0,0.0,3000.0
39,36000.0,0.0,6000.0,0.0,0.0,6000.0,0.0,40000.0,12000.0
40,0.0,6000.0,0.0,0.0,6000.0,0.0,40000.0,9000.0,27000.0
41,6000.0,0.0,0.0,6000.0,0.0,40000.0,9000.0,6000.0,21000.0
42,0.0,0.0,6000.0,0.0,40000.0,9000.0,6000.0,0.0,12000.0
43,0.0,6000.0,0.0,40000.0,9000.0,6000.0,0.0,0.0,18000.0
44,6000.0,0.0,40000.0,9000.0,6000.0,0.0,0.0,27000.0,21000.0
45,0.0,40000.0,9000.0,6000.0,0.0,0.0,27000.0,18000.0,12000.0
46,40000.0,9000.0,6000.0,0.0,0.0,27000.0,18000.0,3000.0,26000.0
47,9000.0,6000.0,0.0,0.0,27000.0,18000.0,3000.0,12000.0,24000.0
48,6000.0,0.0,0.0,27000.0,18000.0,3000.0,12000.0,27000.0,0.0
49,0.0,0.0,27000.0,18000.0,3000.0,12000.0,27000.0,21000.0,9000.0
50,0.0,27000.0,18000.0,3000.0,12000.0,27000.0,21000.0,12000.0,12000.0
51,27000.0,18000.0,3000.0,12000.0,27000.0,21000.0,12000.0,18000.0,9000.0
52,18000.0,3000.0,12000.0,27000.0,21000.0,12000.0,18000.0,21000.0,12000.0
53,3000.0,12000.0,27000.0,21000.0,12000.0,18000.0,21000.0,12000.0,21000.0
54,12000.0,27000.0,21000.0,12000.0,18000.0,21000.0,12000.0,26000.0,15000.0
55,27000.0,21000.0,12000.0,18000.0,21000.0,12000.0,26000.0,24000.0,18000.0
56,21000.0,12000.0,18000.0,21000.0,12000.0,26000.0,24000.0,0.0,21000.0
57,12000.0,18000.0,21000.0,12000.0,26000.0,24000.0,0.0,9000.0,12000.0
58,18000.0,21000.0,12000.0,26000.0,24000.0,0.0,9000.0,12000.0,3000.0
59,21000.0,12000.0,26000.0,24000.0,0.0,9000.0,12000.0,9000.0,6000.0
60,12000.0,26000.0,24000.0,0.0,9000.0,12000.0,9000.0,12000.0,6000.0
61,26000.0,24000.0,0.0,9000.0,12000.0,9000.0,12000.0,21000.0,15000.0
62,24000.0,0.0,9000.0,12000.0,9000.0,12000.0,21000.0,15000.0,0.0
63,0.0,9000.0,12000.0,9000.0,12000.0,21000.0,15000.0,18000.0,9000.0
64,9000.0,12000.0,9000.0,12000.0,21000.0,15000.0,18000.0,21000.0,0.0
65,12000.0,9000.0,12000.0,21000.0,15000.0,18000.0,21000.0,12000.0,15000.0
66,9000.0,12000.0,21000.0,15000.0,18000.0,21000.0,12000.0,3000.0,17000.0
67,12000.0,21000.0,15000.0,18000.0,21000.0,12000.0,3000.0,6000.0,0.0
68,21000.0,15000.0,18000.0,21000.0,12000.0,3000.0,6000.0,6000.0,0.0
69,15000.0,18000.0,21000.0,12000.0,3000.0,6000.0,6000.0,15000.0,0.0
70,18000.0,21000.0,12000.0,3000.0,6000.0,6000.0,15000.0,0.0,0.0
71,21000.0,12000.0,3000.0,6000.0,6000.0,15000.0,0.0,9000.0,6000.0
72,12000.0,3000.0,6000.0,6000.0,15000.0,0.0,9000.0,0.0,0.0
73,3000.0,6000.0,6000.0,15000.0,0.0,9000.0,0.0,15000.0,0.0
74,6000.0,6000.0,15000.0,0.0,9000.0,0.0,15000.0,17000.0,12000.0
75,6000.0,15000.0,0.0,9000.0,0.0,15000.0,17000.0,0.0,3000.0
76,15000.0,0.0,9000.0,0.0,15000.0,17000.0,0.0,0.0,9000.0
77,0.0,9000.0,0.0,15000.0,17000.0,0.0,0.0,0.0,9000.0
78,9000.0,0.0,15000.0,17000.0,0.0,0.0,0.0,0.0,0.0
79,0.0,15000.0,17000.0,0.0,0.0,0.0,0.0,6000.0,18000.0
80,15000.0,17000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0
81,17000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,24000.0
82,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,12000.0,12000.0
83,0.0,0.0,0.0,6000.0,0.0,0.0,12000.0,3000.0,0.0
84,0.0,0.0,6000.0,0.0,0.0,12000.0,3000.0,9000.0,3000.0
85,0.0,6000.0,0.0,0.0,12000.0,3000.0,9000.0,9000.0,6000.0
86,6000.0,0.0,0.0,12000.0,3000.0,9000.0,9000.0,0.0,6000.0
87,0.0,0.0,12000.0,3000.0,9000.0,9000.0,0.0,18000.0,18000.0
88,0.0,12000.0,3000.0,9000.0,9000.0,0.0,18000.0,0.0,12000.0
89,12000.0,3000.0,9000.0,9000.0,0.0,18000.0,0.0,24000.0,15000.0
90,3000.0,9000.0,9000.0,0.0,18000.0,0.0,24000.0,12000.0,24000.0
91,9000.0,9000.0,0.0,18000.0,0.0,24000.0,12000.0,0.0,3000.0
92,9000.0,0.0,18000.0,0.0,24000.0,12000.0,0.0,3000.0,0.0
93,0.0,18000.0,0.0,24000.0,12000.0,0.0,3000.0,6000.0,0.0
94,18000.0,0.0,24000.0,12000.0,0.0,3000.0,6000.0,6000.0,15000.0
95,0.0,24000.0,12000.0,0.0,3000.0,6000.0,6000.0,18000.0,0.0
96,24000.0,12000.0,0.0,3000.0,6000.0,6000.0,18000.0,12000.0,3000.0
97,12000.0,0.0,3000.0,6000.0,6000.0,18000.0,12000.0,15000.0,6000.0
98,0.0,3000.0,6000.0,6000.0,18000.0,12000.0,15000.0,24000.0,9000.0
99,3000.0,6000.0,6000.0,18000.0,12000.0,15000.0,24000.0,3000.0,3000.0
100,6000.0,6000.0,18000.0,12000.0,15000.0,24000.0,3000.0,0.0,9000.0
101,6000.0,18000.0,12000.0,15000.0,24000.0,3000.0,0.0,0.0,0.0
102,18000.0,12000.0,15000.0,24000.0,3000.0,0.0,0.0,15000.0,3000.0
103,12000.0,15000.0,24000.0,3000.0,0.0,0.0,15000.0,0.0,0.0
104,15000.0,24000.0,3000.0,0.0,0.0,15000.0,0.0,3000.0,6000.0
105,24000.0,3000.0,0.0,0.0,15000.0,0.0,3000.0,6000.0,0.0
106,3000.0,0.0,0.0,15000.0,0.0,3000.0,6000.0,9000.0,3000.0
