,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,y_15
0,0.0,0.0,0.0,5000.0,5000.0,10000.0,20000.0,0.0,23333.33333333333
1,0.0,0.0,5000.0,5000.0,10000.0,20000.0,0.0,5000.0,5000.0
2,0.0,5000.0,5000.0,10000.0,20000.0,0.0,5000.0,15000.0,25000.0
3,5000.0,5000.0,10000.0,20000.0,0.0,5000.0,15000.0,16666.666666666668,20000.0
4,5000.0,10000.0,20000.0,0.0,5000.0,15000.0,16666.666666666668,20000.0,26666.66666666667
5,10000.0,20000.0,0.0,5000.0,15000.0,16666.666666666668,20000.0,20000.0,25000.0
6,20000.0,0.0,5000.0,15000.0,16666.666666666668,20000.0,20000.0,10000.0,15000.0
7,0.0,5000.0,15000.0,16666.666666666668,20000.0,20000.0,10000.0,20000.0,25000.0
8,5000.0,15000.0,16666.666666666668,20000.0,20000.0,10000.0,20000.0,23333.33333333333,15000.0
9,15000.0,16666.666666666668,20000.0,20000.0,10000.0,20000.0,23333.33333333333,5000.0,25000.0
10,16666.666666666668,20000.0,20000.0,10000.0,20000.0,23333.33333333333,5000.0,25000.0,20000.0
11,20000.0,20000.0,10000.0,20000.0,23333.33333333333,5000.0,25000.0,20000.0,5000.0
12,20000.0,10000.0,20000.0,23333.33333333333,5000.0,25000.0,20000.0,26666.66666666667,20000.0
13,10000.0,20000.0,23333.33333333333,5000.0,25000.0,20000.0,26666.66666666667,25000.0,0.0
14,20000.0,23333.33333333333,5000.0,25000.0,20000.0,26666.66666666667,25000.0,15000.0,10000.0
15,23333.33333333333,5000.0,25000.0,20000.0,26666.66666666667,25000.0,15000.0,25000.0,5000.0
16,5000.0,25000.0,20000.0,26666.66666666667,25000.0,15000.0,25000.0,15000.0,5000.0
17,25000.0,20000.0,26666.66666666667,25000.0,15000.0,25000.0,15000.0,25000.0,10000.0
18,20000.0,26666.66666666667,25000.0,15000.0,25000.0,15000.0,25000.0,20000.0,15000.0
19,26666.66666666667,25000.0,15000.0,25000.0,15000.0,25000.0,20000.0,5000.0,20000.0
20,25000.0,15000.0,25000.0,15000.0,25000.0,20000.0,5000.0,20000.0,23333.33333333333
21,15000.0,25000.0,15000.0,25000.0,20000.0,5000.0,20000.0,0.0,25000.0
22,25000.0,15000.0,25000.0,20000.0,5000.0,20000.0,0.0,10000.0,41666.66666666666
23,15000.0,25000.0,20000.0,5000.0,20000.0,0.0,10000.0,5000.0,10000.0
24,25000.0,20000.0,5000.0,20000.0,0.0,10000.0,5000.0,5000.0,0.0
25,20000.0,5000.0,20000.0,0.0,10000.0,5000.0,5000.0,10000.0,10000.0
26,5000.0,20000.0,0.0,10000.0,5000.0,5000.0,10000.0,15000.0,10000.0
27,20000.0,0.0,10000.0,5000.0,5000.0,10000.0,15000.0,20000.0,15000.0
28,0.0,10000.0,5000.0,5000.0,10000.0,15000.0,20000.0,23333.33333333333,10000.0
29,10000.0,5000.0,5000.0,10000.0,15000.0,20000.0,23333.33333333333,25000.0,10000.0
30,5000.0,5000.0,10000.0,15000.0,20000.0,23333.33333333333,25000.0,41666.66666666666,15000.0
31,5000.0,10000.0,15000.0,20000.0,23333.33333333333,25000.0,41666.66666666666,10000.0,18333.33333333333
32,10000.0,15000.0,20000.0,23333.33333333333,25000.0,41666.66666666666,10000.0,0.0,5000.0
33,15000.0,20000.0,23333.33333333333,25000.0,41666.66666666666,10000.0,0.0,10000.0,25000.0
34,20000.0,23333.33333333333,25000.0,41666.66666666666,10000.0,0.0,10000.0,10000.0,0.0
35,23333.33333333333,25000.0,41666.66666666666,10000.0,0.0,10000.0,10000.0,15000.0,20000.0
36,25000.0,41666.66666666666,10000.0,0.0,10000.0,10000.0,15000.0,10000.0,15000.0
37,41666.66666666666,10000.0,0.0,10000.0,10000.0,15000.0,10000.0,10000.0,20000.0
38,10000.0,0.0,10000.0,10000.0,15000.0,10000.0,10000.0,15000.0,0.0
39,0.0,10000.0,10000.0,15000.0,10000.0,10000.0,15000.0,18333.33333333333,0.0
40,10000.0,10000.0,15000.0,10000.0,10000.0,15000.0,18333.33333333333,5000.0,5000.0
41,10000.0,15000.0,10000.0,10000.0,15000.0,18333.33333333333,5000.0,25000.0,0.0
42,15000.0,10000.0,10000.0,15000.0,18333.33333333333,5000.0,25000.0,0.0,25000.0
43,10000.0,10000.0,15000.0,18333.33333333333,5000.0,25000.0,0.0,20000.0,0.0
44,10000.0,15000.0,18333.33333333333,5000.0,25000.0,0.0,20000.0,15000.0,5000.0
45,15000.0,18333.33333333333,5000.0,25000.0,0.0,20000.0,15000.0,20000.0,0.0
46,18333.33333333333,5000.0,25000.0,0.0,20000.0,15000.0,20000.0,0.0,20000.0
47,5000.0,25000.0,0.0,20000.0,15000.0,20000.0,0.0,0.0,20000.0
48,25000.0,0.0,20000.0,15000.0,20000.0,0.0,0.0,5000.0,0.0
49,0.0,20000.0,15000.0,20000.0,0.0,0.0,5000.0,0.0,10000.0
50,20000.0,15000.0,20000.0,0.0,0.0,5000.0,0.0,25000.0,5000.0
51,15000.0,20000.0,0.0,0.0,5000.0,0.0,25000.0,0.0,0.0
52,20000.0,0.0,0.0,5000.0,0.0,25000.0,0.0,5000.0,5000.0
53,0.0,0.0,5000.0,0.0,25000.0,0.0,5000.0,0.0,0.0
54,0.0,5000.0,0.0,25000.0,0.0,5000.0,0.0,20000.0,0.0
55,5000.0,0.0,25000.0,0.0,5000.0,0.0,20000.0,20000.0,0.0
56,0.0,25000.0,0.0,5000.0,0.0,20000.0,20000.0,0.0,5000.0
57,25000.0,0.0,5000.0,0.0,20000.0,20000.0,0.0,10000.0,0.0
58,0.0,5000.0,0.0,20000.0,20000.0,0.0,10000.0,5000.0,5000.0
59,5000.0,0.0,20000.0,20000.0,0.0,10000.0,5000.0,0.0,0.0
60,0.0,20000.0,20000.0,0.0,10000.0,5000.0,0.0,5000.0,0.0
61,20000.0,20000.0,0.0,10000.0,5000.0,0.0,5000.0,0.0,0.0
62,20000.0,0.0,10000.0,5000.0,0.0,5000.0,0.0,0.0,10000.0
63,0.0,10000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
64,10000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,5000.0,5000.0
65,5000.0,0.0,5000.0,0.0,0.0,0.0,5000.0,0.0,5000.0
66,0.0,5000.0,0.0,0.0,0.0,5000.0,0.0,5000.0,10000.0
67,5000.0,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0
68,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0
69,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
70,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,10000.0,5000.0
71,5000.0,0.0,5000.0,0.0,0.0,0.0,10000.0,0.0,5000.0
72,0.0,5000.0,0.0,0.0,0.0,10000.0,0.0,5000.0,0.0
73,5000.0,0.0,0.0,0.0,10000.0,0.0,5000.0,5000.0,0.0
74,0.0,0.0,0.0,10000.0,0.0,5000.0,5000.0,10000.0,0.0
75,0.0,0.0,10000.0,0.0,5000.0,5000.0,10000.0,0.0,0.0
76,0.0,10000.0,0.0,5000.0,5000.0,10000.0,0.0,0.0,5000.0
77,10000.0,0.0,5000.0,5000.0,10000.0,0.0,0.0,0.0,0.0
