,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,y_15
0,0.0,3000.0,3000.0,0.0,0.0,18000.0,3000.0,6000.0,0.0
1,3000.0,3000.0,0.0,0.0,18000.0,3000.0,6000.0,6000.0,0.0
2,3000.0,0.0,0.0,18000.0,3000.0,6000.0,6000.0,9000.0,0.0
3,0.0,0.0,18000.0,3000.0,6000.0,6000.0,9000.0,0.0,0.0
4,0.0,18000.0,3000.0,6000.0,6000.0,9000.0,0.0,6000.0,24000.0
5,18000.0,3000.0,6000.0,6000.0,9000.0,0.0,6000.0,6000.0,0.0
6,3000.0,6000.0,6000.0,9000.0,0.0,6000.0,6000.0,0.0,3000.0
7,6000.0,6000.0,9000.0,0.0,6000.0,6000.0,0.0,15000.0,6000.0
8,6000.0,9000.0,0.0,6000.0,6000.0,0.0,15000.0,0.0,15000.0
9,9000.0,0.0,6000.0,6000.0,0.0,15000.0,0.0,0.0,15000.0
10,0.0,6000.0,6000.0,0.0,15000.0,0.0,0.0,0.0,12000.0
11,6000.0,6000.0,0.0,15000.0,0.0,0.0,0.0,0.0,6000.0
12,6000.0,0.0,15000.0,0.0,0.0,0.0,0.0,24000.0,9000.0
13,0.0,15000.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0
14,15000.0,0.0,0.0,0.0,0.0,24000.0,0.0,3000.0,0.0
15,0.0,0.0,0.0,0.0,24000.0,0.0,3000.0,6000.0,24000.0
16,0.0,0.0,0.0,24000.0,0.0,3000.0,6000.0,15000.0,0.0
17,0.0,0.0,24000.0,0.0,3000.0,6000.0,15000.0,15000.0,0.0
18,0.0,24000.0,0.0,3000.0,6000.0,15000.0,15000.0,12000.0,30000.0
19,24000.0,0.0,3000.0,6000.0,15000.0,15000.0,12000.0,6000.0,0.0
20,0.0,3000.0,6000.0,15000.0,15000.0,12000.0,6000.0,9000.0,36000.0
21,3000.0,6000.0,15000.0,15000.0,12000.0,6000.0,9000.0,0.0,6000.0
22,6000.0,15000.0,15000.0,12000.0,6000.0,9000.0,0.0,0.0,12000.0
23,15000.0,15000.0,12000.0,6000.0,9000.0,0.0,0.0,24000.0,9000.0
